,Textos_espanol,sdg
52,"En total, en comparación con su equivalente un siglo antes, la mujer media de la década de 2000 podía esperar vivir casi el doble, casarse casi seis años más tarde y estar alfabetizada, gracias a 6,4 años de estudios. Su nivel de educación se duplicó con creces, pasando de 3,64 años en la década de 1950 (justo por debajo de la alfabetización funcional) a 7,64 años en la década de 2000. Estas medidas dan una idea de cómo el entorno institucional/legislativo está sesgado en contra de las mujeres y, por tanto, de la situación jurídica de las mujeres históricamente. Los tres paneles presentados en la Figura 12.2 muestran las prácticas sucesorias de género para los bienes inmuebles en 1920 (a partir de los datos de Murdock), 1980 y 2000 (a partir del Banco Mundial). Pueden observarse sistemas de herencia en los que las hijas reciben partes iguales en algunos países europeos, en Brasil (probablemente debido a la tradición de la herencia femenina en Portugal) y en un puñado de países del sur de ífrica y del sudeste asiático.15 En la década de 1980 se produjeron cambios sustanciales.",5
53,"A diferencia de los acuerdos anteriores, la nueva normativa no estipula la cantidad de tiempo que debe utilizarse para distintos fines, como la enseñanza y la preparación. Las decisiones sobre el uso del tiempo de los profesores y el lugar de trabajo recaen ahora en la dirección del centro y se espera que los profesores trabajen de forma diferente. En 35 sistemas, el tiempo de enseñanza se especifica contractualmente.",4
54,"Todas las instituciones de enseñanza superior de Galilea, con la excepción del Colegio Académico Carmel y la Institución Académica Nazaret, son instituciones ""presupuestarias"", lo que significa que reciben asignaciones presupuestarias del Comité de Planificación y Presupuesto (PBC). Las escuelas superiores de formación del profesorado no dependen del PBC, sino del Ministerio de Educación). Las asignaciones directas a los colegios se dividen en tres categorías principales: i) asignaciones en bloque, ii) asignaciones asignadas y iii) asignaciones de contrapartida.",4
55,"El Ministerio planea ahora implicarse más a través del proyecto ""Implantación de Guías de Práctica Clínica en la asistencia cubierta por el seguro médico público"", financiado por la UE y puesto en marcha a finales de 2013. El sistema de auditoría interna de la calidad y el sistema de supervisión de la seguridad de los pacientes son obligatorios por ley, pero siguen sin aplicarse. No está claro hasta qué punto estas auditorías se traducen en procesos reales de mejora de la atención al paciente.",3
56,"Los sistemas escolares públicos no empezaron hasta bastante más tarde, primero las escuelas primarias y luego la enseñanza secundaria, hacia la década de 1880. Las universidades australianas se establecieron por primera vez a mediados del siglo XIX, mientras que la educación infantil (aparte de los servicios ofrecidos por guarderías comunitarias y proveedores privados) es una mejora relativamente reciente de la oferta educativa australiana. En el duodécimo curso, el último de la enseñanza secundaria, los estudios suelen orientarse a la obtención de un título estatal o territorial reconocido por todas las universidades e instituciones de formación profesional australianas, así como por universidades internacionales.",4
57,"El Gobierno del Reino Unido y WBC han abordado la participación económica de las mujeres a través de un enfoque de varios niveles sobre las causas sistémicas y estructurales que deben tenerse en cuenta para aumentar la igualdad de género en la mano de obra. La falta de fórmulas de trabajo flexibles, la oferta inadecuada de servicios de guardería y los obstáculos a la interrupción de la carrera profesional (por permiso parental u otros motivos) dificultan el avance de las mujeres en el proceso de liderazgo, todo lo cual contribuye a las prácticas discriminatorias y a los prejuicios. Por ejemplo, la nueva legislación sobre permisos parentales compartidos y horarios de trabajo flexibles pretende institucionalizar recursos para que los empleados puedan acomodar sus responsabilidades profesionales y familiares (WBC 2013a).",5
58,"El sistema inglés de atención a la salud mental, que opera predominantemente bajo el Servicio Nacional de Salud, pero también bajo Salud Pública de Inglaterra y junto a las Autoridades Locales gubernamentales, se compone de atención primaria y especializada (""atención secundaria"" y ""atención terciaria""), y atención social. Es probable que la atención integral de la salud mental incluya también cierta intervención de los servicios de atención social, tanto de los servicios financiados y gestionados por Public Health England como de los servicios sociales locales gestionados por las Autoridades Locales. Los servicios de atención de salud mental financiados por el gobierno y gestionados por el estado se complementan a veces con servicios voluntarios y con servicios privados pagados por el NHS, especialmente para la atención de seguridad media y baja (véanse la sección 3.2 y la sección 4.3.ii).",3
59,"Además, el empleo femenino en el sector informal se caracteriza por un predominio del trabajo de cuidados no remunerado y una situación laboral vulnerable. Sin embargo, la falta de datos desglosados por género dificulta la evaluación y el seguimiento del espíritu empresarial femenino en la región MENA. La proporción de mujeres empresarias en la región de Oriente Medio y Norte de África (MENA) desciende hasta el 22% durante la fase inicial de la vida de la empresa, y continúa disminuyendo hasta sólo el 17% de las empresas establecidas. La proporción es muy inferior a la de otras economías emergentes y desarrolladas. Mientras que en otras economías emergentes (por ejemplo, Indonesia, Malasia o Brasil) apenas existen brechas de género en la TEA, en los seis países analizados la brecha es significativa (Figura 1.8).",5
60," Han examinado la contribución de las universidades y las instituciones de educación terciaria al desarrollo del capital humano y las competencias, la transferencia de tecnología y la innovación empresarial, el desarrollo social, cultural y medioambiental, y la creación de capacidad regional. El proceso de revisión ha facilitado la creación de asociaciones en ciudades y regiones al reunir a instituciones de educación terciaria y organismos públicos y privados para identificar objetivos estratégicos y trabajar juntos para alcanzarlos. Complementa las revisiones que se han llevado a cabo en la región transfronteriza México-Estados Unidos, de gran importancia estratégica y económica, como las de Nuevo León, la región Paso del Norte y, más recientemente, la del sur de Arizona (2011), junto al estado de Sonora. ",4
61,"Los requisitos actuales del Plan, introducidos en 2013, incluyen objetivos regionales específicos, y también se definen varios objetivos a través de la lista de tarifas. â€˜ Health Japan 21"" establece un objetivo de prevención de enfermedades asociadas a los hábitos de la vida adulta. El cumplimiento de las directrices es voluntario y no está claro el impacto de su evolución en la calidad. Esto se debe a la falta de indicadores completos y procesables que apoyen la mejora de la calidad. ",3
62,"Los días 9 y 10 de abril de 2018 tuvo lugar en Estocolmo una misión exploratoria que incluyó reuniones con funcionarios del Ministerio de Educación e Investigación, la Agencia Nacional de Educación y representantes de instituciones de formación del profesorado, municipios, escuelas independientes, sindicatos de profesores y directores, así como investigadores (anexo A). En cada sección se describen las políticas actuales, se analiza la situación y se ofrecen a Suecia ejemplos prometedores de países homólogos en varios niveles políticos: el aula, la escuela (o la universidad en algunos casos), el municipio, la región y el sistema. Con ello se pretende subrayar la responsabilidad compartida a todos los niveles del sistema educativo en la integración de los alumnos inmigrantes y refugiados. Por último, se ofrecen sugerencias políticas para orientar a Suecia sobre la mejor manera de responder a los actuales retos de integración en estos cuatro ámbitos. ",4
63,"En la actualidad hay pocos indicadores que midan la calidad de la coordinación asistencial. Sin una investigación biomédica adecuada sobre la mejor manera de tratar a una persona con múltiples afecciones crónicas, será difícil crear parámetros de calidad basados en pruebas. Como ya se ha señalado, es difícil elaborar directrices prácticas o parámetros de calidad para las personas con múltiples enfermedades crónicas. ",3
